1.44E+01,2.11E+01,1.08E+01,2.66E+01,8.56E+00,4.99E+01,7.79E+00,6.93E+01,8.56E+00,4.31E+01,4.81E-02
1.44E+01,2.31E+01,1.44E+01,2.11E+01,1.08E+01,2.66E+01,8.56E+00,4.99E+01,7.79E+00,6.93E+01,6.20E-02
9.71E+00,3.34E+01,1.44E+01,2.31E+01,1.44E+01,2.11E+01,1.08E+01,2.66E+01,8.56E+00,4.99E+01,4.58E-02
9.71E+00,2.68E+01,9.71E+00,3.34E+01,1.44E+01,2.31E+01,1.44E+01,2.11E+01,1.08E+01,2.66E+01,8.93E-02
1.00E+01,2.47E+01,9.71E+00,2.68E+01,9.71E+00,3.34E+01,1.44E+01,2.31E+01,1.44E+01,2.11E+01,8.33E-02
1.02E+01,2.34E+01,1.00E+01,2.47E+01,9.71E+00,2.68E+01,9.71E+00,3.34E+01,1.44E+01,2.31E+01,9.86E-02
1.04E+01,2.34E+01,1.02E+01,2.34E+01,1.00E+01,2.47E+01,9.71E+00,2.68E+01,9.71E+00,3.34E+01,5.01E-02
1.10E+01,2.13E+01,1.04E+01,2.34E+01,1.02E+01,2.34E+01,1.00E+01,2.47E+01,9.71E+00,2.68E+01,3.40E-02
9.43E+00,2.55E+01,1.10E+01,2.13E+01,1.04E+01,2.34E+01,1.02E+01,2.34E+01,1.00E+01,2.47E+01,5.22E-02
7.79E+00,4.85E+01,9.43E+00,2.55E+01,1.10E+01,2.13E+01,1.04E+01,2.34E+01,1.02E+01,2.34E+01,5.77E-02
7.93E+00,3.86E+01,7.79E+00,4.85E+01,9.43E+00,2.55E+01,1.10E+01,2.13E+01,1.04E+01,2.34E+01,3.47E-02
1.04E+01,2.29E+01,7.93E+00,3.86E+01,7.79E+00,4.85E+01,9.43E+00,2.55E+01,1.10E+01,2.13E+01,3.15E-02
9.18E+00,2.70E+01,1.04E+01,2.29E+01,7.93E+00,3.86E+01,7.79E+00,4.85E+01,9.43E+00,2.55E+01,5.85E-02
8.56E+00,3.28E+01,9.18E+00,2.70E+01,1.04E+01,2.29E+01,7.93E+00,3.86E+01,7.79E+00,4.85E+01,1.74E-02
9.07E+00,3.14E+01,8.56E+00,3.28E+01,9.18E+00,2.70E+01,1.04E+01,2.29E+01,7.93E+00,3.86E+01,2.25E-02
9.07E+00,2.95E+01,9.07E+00,3.14E+01,8.56E+00,3.28E+01,9.18E+00,2.70E+01,1.04E+01,2.29E+01,2.06E-02
9.30E+00,2.69E+01,9.07E+00,2.95E+01,9.07E+00,3.14E+01,8.56E+00,3.28E+01,9.18E+00,2.70E+01,4.08E-03
9.43E+00,2.55E+01,9.30E+00,2.69E+01,9.07E+00,2.95E+01,9.07E+00,3.14E+01,8.56E+00,3.28E+01,2.70E-02
9.57E+00,2.19E+01,9.43E+00,2.55E+01,9.30E+00,2.69E+01,9.07E+00,2.95E+01,9.07E+00,3.14E+01,1.00E-01
8.30E+00,2.89E+01,9.57E+00,2.19E+01,9.43E+00,2.55E+01,9.30E+00,2.69E+01,9.07E+00,2.95E+01,7.95E-02
8.56E+00,2.57E+01,8.30E+00,2.89E+01,9.57E+00,2.19E+01,9.43E+00,2.55E+01,9.30E+00,2.69E+01,5.77E-02
8.47E+00,3.17E+01,8.56E+00,2.57E+01,8.30E+00,2.89E+01,9.57E+00,2.19E+01,9.43E+00,2.55E+01,1.24E-01
8.75E+00,2.87E+01,8.47E+00,3.17E+01,8.56E+00,2.57E+01,8.30E+00,2.89E+01,9.57E+00,2.19E+01,6.12E-02
9.43E+00,2.10E+01,8.75E+00,2.87E+01,8.47E+00,3.17E+01,8.56E+00,2.57E+01,8.30E+00,2.89E+01,5.06E-02
1.06E+01,2.08E+01,9.43E+00,2.10E+01,8.75E+00,2.87E+01,8.47E+00,3.17E+01,8.56E+00,2.57E+01,3.52E-02
