6.17E+00,6.93E+01,6.29E+00,6.93E+01,6.29E+00,6.93E+01,6.25E+00,6.93E+01,6.25E+00,6.93E+01,6.64E-02
6.12E+00,6.93E+01,6.17E+00,6.93E+01,6.29E+00,6.93E+01,6.29E+00,6.93E+01,6.25E+00,6.93E+01,7.44E-02
6.08E+00,6.93E+01,6.12E+00,6.93E+01,6.17E+00,6.93E+01,6.29E+00,6.93E+01,6.29E+00,6.93E+01,2.14E-02
6.17E+00,6.93E+01,6.08E+00,6.93E+01,6.12E+00,6.93E+01,6.17E+00,6.93E+01,6.29E+00,6.93E+01,1.19E-01
6.46E+00,5.48E+01,6.17E+00,6.93E+01,6.08E+00,6.93E+01,6.12E+00,6.93E+01,6.17E+00,6.93E+01,8.88E-02
6.63E+00,4.05E+01,6.46E+00,5.48E+01,6.17E+00,6.93E+01,6.08E+00,6.93E+01,6.12E+00,6.93E+01,1.66E-02
6.50E+00,5.47E+01,6.63E+00,4.05E+01,6.46E+00,5.48E+01,6.17E+00,6.93E+01,6.08E+00,6.93E+01,5.33E-02
6.29E+00,6.93E+01,6.50E+00,5.47E+01,6.63E+00,4.05E+01,6.46E+00,5.48E+01,6.17E+00,6.93E+01,7.46E-02
6.54E+00,6.93E+01,6.29E+00,6.93E+01,6.50E+00,5.47E+01,6.63E+00,4.05E+01,6.46E+00,5.48E+01,3.91E-02
6.54E+00,6.93E+01,6.54E+00,6.93E+01,6.29E+00,6.93E+01,6.50E+00,5.47E+01,6.63E+00,4.05E+01,8.37E-02
6.50E+00,6.93E+01,6.54E+00,6.93E+01,6.54E+00,6.93E+01,6.29E+00,6.93E+01,6.50E+00,5.47E+01,7.61E-02
6.42E+00,6.93E+01,6.50E+00,6.93E+01,6.54E+00,6.93E+01,6.54E+00,6.93E+01,6.29E+00,6.93E+01,9.49E-02
6.25E+00,6.93E+01,6.42E+00,6.93E+01,6.50E+00,6.93E+01,6.54E+00,6.93E+01,6.54E+00,6.93E+01,4.98E-02
6.25E+00,6.93E+01,6.25E+00,6.93E+01,6.42E+00,6.93E+01,6.50E+00,6.93E+01,6.54E+00,6.93E+01,3.44E-02
6.21E+00,6.93E+01,6.25E+00,6.93E+01,6.25E+00,6.93E+01,6.42E+00,6.93E+01,6.50E+00,6.93E+01,5.05E-02
6.17E+00,6.93E+01,6.21E+00,6.93E+01,6.25E+00,6.93E+01,6.25E+00,6.93E+01,6.42E+00,6.93E+01,5.43E-02
6.12E+00,6.93E+01,6.17E+00,6.93E+01,6.21E+00,6.93E+01,6.25E+00,6.93E+01,6.25E+00,6.93E+01,6.94E-02
6.12E+00,6.93E+01,6.12E+00,6.93E+01,6.17E+00,6.93E+01,6.21E+00,6.93E+01,6.25E+00,6.93E+01,4.42E-02
6.17E+00,6.93E+01,6.12E+00,6.93E+01,6.12E+00,6.93E+01,6.17E+00,6.93E+01,6.21E+00,6.93E+01,8.66E-02
6.17E+00,6.93E+01,6.17E+00,6.93E+01,6.12E+00,6.93E+01,6.12E+00,6.93E+01,6.17E+00,6.93E+01,3.79E-02
6.04E+00,6.93E+01,6.17E+00,6.93E+01,6.17E+00,6.93E+01,6.12E+00,6.93E+01,6.12E+00,6.93E+01,3.81E-02
6.08E+00,6.93E+01,6.04E+00,6.93E+01,6.17E+00,6.93E+01,6.17E+00,6.93E+01,6.12E+00,6.93E+01,2.49E-02
6.08E+00,6.93E+01,6.08E+00,6.93E+01,6.04E+00,6.93E+01,6.17E+00,6.93E+01,6.17E+00,6.93E+01,6.12E-02
6.12E+00,6.80E+01,6.08E+00,6.93E+01,6.08E+00,6.93E+01,6.04E+00,6.93E+01,6.17E+00,6.93E+01,8.63E-02
6.17E+00,5.28E+01,6.12E+00,6.80E+01,6.08E+00,6.93E+01,6.08E+00,6.93E+01,6.04E+00,6.93E+01,7.60E-02
6.17E+00,5.59E+01,6.25E+00,4.51E+01,6.25E+00,4.51E+01,6.29E+00,4.50E+01,6.25E+00,5.56E+01,1.48E-01
6.80E+00,4.59E+01,6.17E+00,5.59E+01,6.25E+00,4.51E+01,6.25E+00,4.51E+01,6.29E+00,4.50E+01,1.10E-01
6.42E+00,6.64E+01,6.80E+00,4.59E+01,6.17E+00,5.59E+01,6.25E+00,4.51E+01,6.25E+00,4.51E+01,1.07E-01
6.04E+00,6.93E+01,6.42E+00,6.64E+01,6.80E+00,4.59E+01,6.17E+00,5.59E+01,6.25E+00,4.51E+01,6.67E-02
5.94E+00,6.93E+01,6.04E+00,6.93E+01,6.42E+00,6.64E+01,6.80E+00,4.59E+01,6.17E+00,5.59E+01,4.43E-02
6.04E+00,6.93E+01,5.94E+00,6.93E+01,6.04E+00,6.93E+01,6.42E+00,6.64E+01,6.80E+00,4.59E+01,1.02E-01
6.04E+00,6.93E+01,6.04E+00,6.93E+01,5.94E+00,6.93E+01,6.04E+00,6.93E+01,6.42E+00,6.64E+01,7.68E-02
