1.11E+01,2.52E+01,8.36E+00,1.55E+01,8.17E+00,1.58E+01,9.14E+00,1.76E+01,8.76E+00,1.85E+01,9.54E+00,2.21E+01,6.76E-02
9.15E+00,2.06E+01,1.11E+01,2.52E+01,8.36E+00,1.55E+01,8.17E+00,1.58E+01,9.14E+00,1.76E+01,8.76E+00,1.85E+01,4.69E-02
8.95E+00,1.75E+01,9.15E+00,2.06E+01,1.11E+01,2.52E+01,8.36E+00,1.55E+01,8.17E+00,1.58E+01,9.14E+00,1.76E+01,5.55E-02
1.07E+01,2.98E+01,8.95E+00,1.75E+01,9.15E+00,2.06E+01,1.11E+01,2.52E+01,8.36E+00,1.55E+01,8.17E+00,1.58E+01,8.52E-02
1.03E+01,2.64E+01,1.07E+01,2.98E+01,8.95E+00,1.75E+01,9.15E+00,2.06E+01,1.11E+01,2.52E+01,8.36E+00,1.55E+01,7.78E-02
1.03E+01,2.50E+01,1.03E+01,2.64E+01,1.07E+01,2.98E+01,8.95E+00,1.75E+01,9.15E+00,2.06E+01,1.11E+01,2.52E+01,2.68E-02
7.40E+00,1.62E+01,1.03E+01,2.50E+01,1.03E+01,2.64E+01,1.07E+01,2.98E+01,8.95E+00,1.75E+01,9.15E+00,2.06E+01,1.05E-01
7.01E+00,1.49E+01,7.40E+00,1.62E+01,1.03E+01,2.50E+01,1.03E+01,2.64E+01,1.07E+01,2.98E+01,8.95E+00,1.75E+01,8.31E-02
6.81E+00,1.45E+01,7.01E+00,1.49E+01,7.40E+00,1.62E+01,1.03E+01,2.50E+01,1.03E+01,2.64E+01,1.07E+01,2.98E+01,7.40E-02
4.94E+00,1.27E+01,6.81E+00,1.45E+01,7.01E+00,1.49E+01,7.40E+00,1.62E+01,1.03E+01,2.50E+01,1.03E+01,2.64E+01,6.73E-02
6.81E+00,1.57E+01,4.94E+00,1.27E+01,6.81E+00,1.45E+01,7.01E+00,1.49E+01,7.40E+00,1.62E+01,1.03E+01,2.50E+01,7.96E-02
8.37E+00,1.72E+01,6.81E+00,1.57E+01,4.94E+00,1.27E+01,6.81E+00,1.45E+01,7.01E+00,1.49E+01,7.40E+00,1.62E+01,2.52E-02
1.03E+01,2.03E+01,8.37E+00,1.72E+01,6.81E+00,1.57E+01,4.94E+00,1.27E+01,6.81E+00,1.45E+01,7.01E+00,1.49E+01,1.08E-01
8.94E+00,1.66E+01,1.03E+01,2.03E+01,8.37E+00,1.72E+01,6.81E+00,1.57E+01,4.94E+00,1.27E+01,6.81E+00,1.45E+01,5.39E-02
7.98E+00,1.50E+01,8.94E+00,1.66E+01,1.03E+01,2.03E+01,8.37E+00,1.72E+01,6.81E+00,1.57E+01,4.94E+00,1.27E+01,6.83E-02
7.59E+00,1.47E+01,7.98E+00,1.50E+01,8.94E+00,1.66E+01,1.03E+01,2.03E+01,8.37E+00,1.72E+01,6.81E+00,1.57E+01,6.96E-02
7.78E+00,1.48E+01,7.59E+00,1.47E+01,7.98E+00,1.50E+01,8.94E+00,1.66E+01,1.03E+01,2.03E+01,8.37E+00,1.72E+01,5.65E-02
7.78E+00,1.43E+01,7.78E+00,1.48E+01,7.59E+00,1.47E+01,7.98E+00,1.50E+01,8.94E+00,1.66E+01,1.03E+01,2.03E+01,7.61E-02
5.58E+00,1.36E+01,7.78E+00,1.43E+01,7.78E+00,1.48E+01,7.59E+00,1.47E+01,7.98E+00,1.50E+01,8.94E+00,1.66E+01,7.17E-02
7.21E+00,1.62E+01,5.58E+00,1.36E+01,7.78E+00,1.43E+01,7.78E+00,1.48E+01,7.59E+00,1.47E+01,7.98E+00,1.50E+01,4.49E-02
8.18E+00,1.66E+01,7.21E+00,1.62E+01,5.58E+00,1.36E+01,7.78E+00,1.43E+01,7.78E+00,1.48E+01,7.59E+00,1.47E+01,2.21E-02
7.01E+00,1.52E+01,8.18E+00,1.66E+01,7.21E+00,1.62E+01,5.58E+00,1.36E+01,7.78E+00,1.43E+01,7.78E+00,1.48E+01,8.44E-02
6.21E+00,1.45E+01,7.01E+00,1.52E+01,8.18E+00,1.66E+01,7.21E+00,1.62E+01,5.58E+00,1.36E+01,7.78E+00,1.43E+01,7.67E-02
8.37E+00,1.69E+01,6.21E+00,1.45E+01,7.01E+00,1.52E+01,8.18E+00,1.66E+01,7.21E+00,1.62E+01,5.58E+00,1.36E+01,7.07E-02
8.75E+00,1.58E+01,7.59E+00,1.47E+01,7.20E+00,1.43E+01,5.58E+00,1.29E+01,8.37E+00,1.60E+01,7.20E+00,1.52E+01,8.12E-02
9.13E+00,1.64E+01,8.75E+00,1.58E+01,7.59E+00,1.47E+01,7.20E+00,1.43E+01,5.58E+00,1.29E+01,8.37E+00,1.60E+01,1.12E-01
9.32E+00,1.61E+01,9.13E+00,1.64E+01,8.75E+00,1.58E+01,7.59E+00,1.47E+01,7.20E+00,1.43E+01,5.58E+00,1.29E+01,3.58E-02
8.55E+00,1.46E+01,9.32E+00,1.61E+01,9.13E+00,1.64E+01,8.75E+00,1.58E+01,7.59E+00,1.47E+01,7.20E+00,1.43E+01,7.24E-02
1.33E+01,2.86E+01,8.55E+00,1.46E+01,9.32E+00,1.61E+01,9.13E+00,1.64E+01,8.75E+00,1.58E+01,7.59E+00,1.47E+01,6.89E-02
1.25E+01,2.76E+01,1.33E+01,2.86E+01,8.55E+00,1.46E+01,9.32E+00,1.61E+01,9.13E+00,1.64E+01,8.75E+00,1.58E+01,6.54E-02
1.17E+01,2.46E+01,1.25E+01,2.76E+01,1.33E+01,2.86E+01,8.55E+00,1.46E+01,9.32E+00,1.61E+01,9.13E+00,1.64E+01,6.54E-02
1.19E+01,2.40E+01,1.17E+01,2.46E+01,1.25E+01,2.76E+01,1.33E+01,2.86E+01,8.55E+00,1.46E+01,9.32E+00,1.61E+01,6.40E-02
