7.70E+00,2.08E+01,7.70E+00,2.08E+01,7.70E+00,2.08E+01,7.70E+00,2.08E+01,7.70E+00,2.08E+01
7.70E+00,2.25E+01,7.70E+00,2.25E+01,7.70E+00,2.25E+01,7.70E+00,2.25E+01,7.70E+00,2.25E+01
7.70E+00,2.42E+01,7.70E+00,2.42E+01,7.70E+00,2.42E+01,7.70E+00,2.42E+01,7.70E+00,2.42E+01
7.70E+00,2.58E+01,7.70E+00,2.58E+01,7.70E+00,2.58E+01,7.70E+00,2.58E+01,7.70E+00,2.58E+01
7.70E+00,2.75E+01,7.70E+00,2.75E+01,7.70E+00,2.75E+01,7.70E+00,2.75E+01,7.70E+00,2.75E+01
7.70E+00,2.92E+01,7.70E+00,2.92E+01,7.70E+00,2.92E+01,7.70E+00,2.92E+01,7.70E+00,2.92E+01
7.70E+00,3.09E+01,7.70E+00,3.09E+01,7.70E+00,3.09E+01,7.70E+00,3.09E+01,7.70E+00,3.09E+01
7.70E+00,3.25E+01,7.70E+00,3.25E+01,7.70E+00,3.25E+01,7.70E+00,3.25E+01,7.70E+00,3.25E+01
7.70E+00,3.42E+01,7.70E+00,3.42E+01,7.70E+00,3.42E+01,7.70E+00,3.42E+01,7.70E+00,3.42E+01
7.70E+00,3.59E+01,7.70E+00,3.59E+01,7.70E+00,3.59E+01,7.70E+00,3.59E+01,7.70E+00,3.59E+01
7.70E+00,3.76E+01,7.70E+00,3.76E+01,7.70E+00,3.76E+01,7.70E+00,3.76E+01,7.70E+00,3.76E+01
7.70E+00,3.92E+01,7.70E+00,3.92E+01,7.70E+00,3.92E+01,7.70E+00,3.92E+01,7.70E+00,3.92E+01
7.70E+00,4.09E+01,7.70E+00,4.09E+01,7.70E+00,4.09E+01,7.70E+00,4.09E+01,7.70E+00,4.09E+01
7.70E+00,4.26E+01,7.70E+00,4.26E+01,7.70E+00,4.26E+01,7.70E+00,4.26E+01,7.70E+00,4.26E+01
7.70E+00,4.43E+01,7.70E+00,4.43E+01,7.70E+00,4.43E+01,7.70E+00,4.43E+01,7.70E+00,4.43E+01
