1.08E+01,6.34E+01,9.39E+00,4.27E+01,9.40E+00,5.20E+01,8.43E+00,4.42E+01,8.24E+00,4.21E+01,8.04E+00,3.72E+01,5.26E-02
9.01E+00,4.25E+01,1.08E+01,6.34E+01,9.39E+00,4.27E+01,9.40E+00,5.20E+01,8.43E+00,4.42E+01,8.24E+00,4.21E+01,6.14E-02
1.02E+01,4.98E+01,9.01E+00,4.25E+01,1.08E+01,6.34E+01,9.39E+00,4.27E+01,9.40E+00,5.20E+01,8.43E+00,4.42E+01,7.81E-02
1.17E+01,6.04E+01,1.02E+01,4.98E+01,9.01E+00,4.25E+01,1.08E+01,6.34E+01,9.39E+00,4.27E+01,9.40E+00,5.20E+01,8.33E-02
8.41E+00,3.02E+01,1.17E+01,6.04E+01,1.02E+01,4.98E+01,9.01E+00,4.25E+01,1.08E+01,6.34E+01,9.39E+00,4.27E+01,6.68E-02
1.02E+01,4.73E+01,8.41E+00,3.02E+01,1.17E+01,6.04E+01,1.02E+01,4.98E+01,9.01E+00,4.25E+01,1.08E+01,6.34E+01,7.92E-02
1.39E+01,6.93E+01,1.02E+01,4.73E+01,8.41E+00,3.02E+01,1.17E+01,6.04E+01,1.02E+01,4.98E+01,9.01E+00,4.25E+01,7.72E-02
1.50E+01,6.93E+01,1.39E+01,6.93E+01,1.02E+01,4.73E+01,8.41E+00,3.02E+01,1.17E+01,6.04E+01,1.02E+01,4.98E+01,3.85E-02
1.02E+01,4.51E+01,1.50E+01,6.93E+01,1.39E+01,6.93E+01,1.02E+01,4.73E+01,8.41E+00,3.02E+01,1.17E+01,6.04E+01,4.01E-02
9.37E+00,3.14E+01,1.02E+01,4.51E+01,1.50E+01,6.93E+01,1.39E+01,6.93E+01,1.02E+01,4.73E+01,8.41E+00,3.02E+01,2.70E-02
1.36E+01,6.93E+01,9.37E+00,3.14E+01,1.02E+01,4.51E+01,1.50E+01,6.93E+01,1.39E+01,6.93E+01,1.02E+01,4.73E+01,4.95E-02
1.32E+01,6.93E+01,1.36E+01,6.93E+01,9.37E+00,3.14E+01,1.02E+01,4.51E+01,1.50E+01,6.93E+01,1.39E+01,6.93E+01,2.88E-02
6.23E+00,2.27E+01,1.32E+01,6.93E+01,1.36E+01,6.93E+01,9.37E+00,3.14E+01,1.02E+01,4.51E+01,1.50E+01,6.93E+01,7.22E-02
8.79E+00,2.94E+01,6.23E+00,2.27E+01,1.32E+01,6.93E+01,1.36E+01,6.93E+01,9.37E+00,3.14E+01,1.02E+01,4.51E+01,5.21E-02
8.41E+00,2.84E+01,8.79E+00,2.94E+01,6.23E+00,2.27E+01,1.32E+01,6.93E+01,1.36E+01,6.93E+01,9.37E+00,3.14E+01,5.98E-02
7.83E+00,2.83E+01,8.41E+00,2.84E+01,8.79E+00,2.94E+01,6.23E+00,2.27E+01,1.32E+01,6.93E+01,1.36E+01,6.93E+01,5.13E-02
4.03E+00,1.85E+01,7.83E+00,2.83E+01,8.41E+00,2.84E+01,8.79E+00,2.94E+01,6.23E+00,2.27E+01,1.32E+01,6.93E+01,3.61E-02
5.60E+00,2.07E+01,4.03E+00,1.85E+01,7.83E+00,2.83E+01,8.41E+00,2.84E+01,8.79E+00,2.94E+01,6.23E+00,2.27E+01,5.78E-02
7.24E+00,2.52E+01,5.60E+00,2.07E+01,4.03E+00,1.85E+01,7.83E+00,2.83E+01,8.41E+00,2.84E+01,8.79E+00,2.94E+01,6.16E-02
7.43E+00,2.46E+01,7.24E+00,2.52E+01,5.60E+00,2.07E+01,4.03E+00,1.85E+01,7.83E+00,2.83E+01,8.41E+00,2.84E+01,6.46E-02
8.61E+00,3.13E+01,7.43E+00,2.46E+01,7.24E+00,2.52E+01,5.60E+00,2.07E+01,4.03E+00,1.85E+01,7.83E+00,2.83E+01,7.82E-02
7.43E+00,2.46E+01,8.61E+00,3.13E+01,7.43E+00,2.46E+01,7.24E+00,2.52E+01,5.60E+00,2.07E+01,4.03E+00,1.85E+01,5.14E-02
7.24E+00,2.52E+01,7.43E+00,2.46E+01,8.61E+00,3.13E+01,7.43E+00,2.46E+01,7.24E+00,2.52E+01,5.60E+00,2.07E+01,3.50E-02
7.03E+00,2.13E+01,7.24E+00,2.52E+01,7.43E+00,2.46E+01,8.61E+00,3.13E+01,7.43E+00,2.46E+01,7.24E+00,2.52E+01,6.56E-02
