6.84E+00,1.85E+01,6.84E+00,1.85E+01,6.84E+00,1.85E+01,6.84E+00,1.85E+01,6.84E+00,1.85E+01
6.84E+00,2.08E+01,6.84E+00,2.08E+01,6.84E+00,2.08E+01,6.84E+00,2.08E+01,6.84E+00,2.08E+01
6.84E+00,2.32E+01,6.84E+00,2.32E+01,6.84E+00,2.32E+01,6.84E+00,2.32E+01,6.84E+00,2.32E+01
6.84E+00,2.55E+01,6.84E+00,2.55E+01,6.84E+00,2.55E+01,6.84E+00,2.55E+01,6.84E+00,2.55E+01
6.84E+00,2.78E+01,6.84E+00,2.78E+01,6.84E+00,2.78E+01,6.84E+00,2.78E+01,6.84E+00,2.78E+01
6.84E+00,3.02E+01,6.84E+00,3.02E+01,6.84E+00,3.02E+01,6.84E+00,3.02E+01,6.84E+00,3.02E+01
6.84E+00,3.25E+01,6.84E+00,3.25E+01,6.84E+00,3.25E+01,6.84E+00,3.25E+01,6.84E+00,3.25E+01
6.84E+00,3.49E+01,6.84E+00,3.49E+01,6.84E+00,3.49E+01,6.84E+00,3.49E+01,6.84E+00,3.49E+01
6.84E+00,3.72E+01,6.84E+00,3.72E+01,6.84E+00,3.72E+01,6.84E+00,3.72E+01,6.84E+00,3.72E+01
6.84E+00,3.96E+01,6.84E+00,3.96E+01,6.84E+00,3.96E+01,6.84E+00,3.96E+01,6.84E+00,3.96E+01
6.84E+00,4.19E+01,6.84E+00,4.19E+01,6.84E+00,4.19E+01,6.84E+00,4.19E+01,6.84E+00,4.19E+01
6.84E+00,4.42E+01,6.84E+00,4.42E+01,6.84E+00,4.42E+01,6.84E+00,4.42E+01,6.84E+00,4.42E+01
6.84E+00,4.66E+01,6.84E+00,4.66E+01,6.84E+00,4.66E+01,6.84E+00,4.66E+01,6.84E+00,4.66E+01
6.84E+00,4.89E+01,6.84E+00,4.89E+01,6.84E+00,4.89E+01,6.84E+00,4.89E+01,6.84E+00,4.89E+01
6.84E+00,5.13E+01,6.84E+00,5.13E+01,6.84E+00,5.13E+01,6.84E+00,5.13E+01,6.84E+00,5.13E+01
6.84E+00,5.36E+01,6.84E+00,5.36E+01,6.84E+00,5.36E+01,6.84E+00,5.36E+01,6.84E+00,5.36E+01
6.84E+00,5.59E+01,6.84E+00,5.59E+01,6.84E+00,5.59E+01,6.84E+00,5.59E+01,6.84E+00,5.59E+01
6.84E+00,5.83E+01,6.84E+00,5.83E+01,6.84E+00,5.83E+01,6.84E+00,5.83E+01,6.84E+00,5.83E+01
6.84E+00,6.06E+01,6.84E+00,6.06E+01,6.84E+00,6.06E+01,6.84E+00,6.06E+01,6.84E+00,6.06E+01
6.84E+00,6.30E+01,6.84E+00,6.30E+01,6.84E+00,6.30E+01,6.84E+00,6.30E+01,6.84E+00,6.30E+01
7.25E+00,1.85E+01,7.25E+00,1.85E+01,7.25E+00,1.85E+01,7.25E+00,1.85E+01,7.25E+00,1.85E+01
7.25E+00,2.08E+01,7.25E+00,2.08E+01,7.25E+00,2.08E+01,7.25E+00,2.08E+01,7.25E+00,2.08E+01
